	SYMBOL	adj.P.Val	FC	CHR	CHRLOC	mean.NF	mean.WD
212869_x_at	TPT1	0.835742957557714	-1.00798298897483	chr13	45911311	31113.1193594761	30866.7107478862
216877_at	TEX41	0.835742957557714	1.00225436915506	chr2	145909037	4.55982954042421	4.57010907949247
209399_at	HLCS	0.835926458229473	-1.01361253757996	chr21	38123819	9.62210555278814	9.49288332182755
208630_at	HADHA	0.835926458229473	-1.02380946577609	chr2	26413503	718.644379196733	701.931759003581
201245_s_at	OTUB1	0.83602688363507	-1.01979042036702	chr11	63764854	378.713070213947	371.363627908612
203038_at	PTPRK	0.836154721950798	-1.04589335144264	chr6	128290690	198.311400549656	189.609581393856
33148_at	ZFR	0.83618162097147	1.02205740723295	chr5	32400111	8.32199881567241	8.5055605325418
218746_at	TAPBPL	0.836304243543456	-1.05289173607749	chr12	6566571	16.1494601099895	15.3381962804207
218060_s_at	USB1	0.836309455953541	-1.02269148702198	chr16	58054465	174.751169648899	170.873789277121
208200_at	IL1A	0.836309455953541	-1.00214943460069	chr2	113531715	4.56963059581163	4.55982954042421
204077_x_at	ENTPD4	0.83638772269476	1.01506600353809	chr8	23290150	6.39284960036516	6.48916429506274
207408_at	SLC22A14	0.836592608580694	-1.01551393112265	chr3	38347449	13.1020085000916	12.901850086495
212638_s_at	WWP1	0.836592608580694	1.05322669018262	chr8	87479022	438.218542442696	461.543465033573
212926_at	SMC5	0.837130496691141	-1.05488495695968	chr9	72967793	22.5768646702876	21.4022055403626
206525_at	GABRR1	0.837323093554426	1.00232840678396	chr6	89888262	4.55982954042421	4.57044667845984
211358_s_at	CIZ1	0.837323093554426	1.02828810593813	chr9	130940987	118.589118989757	121.943780550848
216217_at	PLCL2	0.837355606870776	1.02213456086923	chr3	17051985	5.18716486591584	5.30198048237919
209972_s_at	AIMP2;EIF2AK1	0.837566433118273	1.01124829337173	chr7	6062734	5.22503563556907	5.28380836927569
203919_at	TCEA2	0.837566433118273	1.05851326303756	chr20	62703524	39.2863298067094	41.5851011564695
203110_at	PTK2B	0.837566433118273	1.04001156369233	chr8	27316057	8.89802489811955	9.25404878806658
219258_at	TIPIN	0.837632255692184	1.01031746484453	chr15	66629171	5.87283258859153	5.93342533236212
51176_at	MED27	0.837813553227636	1.01375980221636	chr9	134735714	29.8199110302654	30.2302271081513
204516_at	ATXN7	0.838035076924815	-1.04639756666104	chr3	63981180	87.1848548699242	83.3190535296473
203791_at	DMXL1	0.83843277670875	1.02168797370237	chr5	118484433	288.693100062764	294.954268424979
218471_s_at	CTD-3074O7.11;BBS1	0.838450920519825	-1.02344636176507	chr11	66299421	126.754378819335	123.850534385339
211943_x_at	TPT1	0.838845402046003	1.00882694964916	chr13	45911204	27789.3616374405	28034.6569333966
219237_s_at	DNAJB14	0.838845402046003	1.03876420474268	chr4	100820703	96.9623004778602	100.720966945905
222030_at	SIVA1	0.839312678871933	1.04419717500625	chr14	105225458	45.536679895423	47.5492725059644
202756_s_at	GPC1	0.839335215805763	-1.0540951589559	chr2	241405474	59.4168794303946	56.3676618050766
212693_at	MDN1	0.839810716647861	1.01939873287548	chr6	90353386	106.320933221868	108.383424604511
205117_at	FGF1	0.83985727534209	-1.08734103329378	chr5	141973121	18.8652283926107	17.3498725928369
207323_s_at	MBP	0.83985727534209	-1.00586825073477	chr18	74691722	6.21569324614878	6.17943079683475
214843_s_at	USP33	0.83998622171796	-1.03998986612784	chr1	78193979	300.915712067638	289.344850241692
205603_s_at	DIAPH2	0.840020673349931	-1.0309753037552	chrX	95939710	177.255646636102	171.930060778826
202130_at	RIOK3	0.840775040269643	1.01686694354944	chr18	21061821	434.725414753194	442.057903783342
221491_x_at	NA	0.840775040269643	-1.06840665992878	NA	NA	30.8278499690585	28.8540413732664
221785_at	WIZ	0.840800060152106	-1.01924374806155	chr19	15549388	6.77385131519449	6.64595817053316
57739_at	WDR55;DND1	0.840800060152106	1.01371196966408	chr5	140050380	13.4368085448208	13.6210536559694
210594_x_at	MPZL1	0.840800060152106	-1.02646056125322	chr1	167741511	11.256590201308	10.9664127646216
206878_at	DAO	0.84140109214444	1.00490950329997	chr12	109294179	4.88561196560388	4.90959789367137
217794_at	PRR13	0.84140109214444	-1.0189949613211	chr12	53839798	725.809454769868	712.279728870173
202007_at	NID1	0.84140109214444	-1.0492291949732	chr1	236139129	746.86607851138	711.823576859639
217293_at	ANGPT1	0.84140109214444	1.0117804521544	chr8	108263607	6.52559032870928	6.60246473335585
214620_x_at	PAM	0.84140109214444	1.01839882156608	chr5	102364590	332.973586164201	339.099907762253
219334_s_at	NABP1	0.841453455230325	1.03683204645533	chr2	192550324	6.97628565368642	7.23323653096865
215606_s_at	ERC1	0.841453455230325	-1.04545450581569	chr12	1599258	37.2371896770203	35.618182780672
209820_s_at	TBL3	0.841453455230325	1.05071694470149	chr16	2027054	60.271597733797	63.3283890231326
211813_x_at	DCN	0.841699633222545	-1.0411775966721	chr12	91572118	13124.6637724084	12605.5956393592
206108_s_at	SRSF6	0.841841763880378	-1.06733887609513	chr20	42089342	69.9589014198204	65.5451637588293
215132_at	NA	0.841985425558551	1.0021349883909	NA	NA	4.55982954042421	4.56956472355749
202274_at	ACTG2	0.841985425558551	1.09022422250005	chr2	74146558	92.0698575481555	100.376788861128
204362_at	SKAP2	0.841985425558551	1.02811074149884	chr7	26708289	739.176909152037	759.955720167121
216399_s_at	SCAPER	0.842036651136215	-1.01818570298137	chr15	76640631	9.38141189941174	9.21385153213388
220739_s_at	CNNM3	0.842529109806271	1.02564001799342	chr2	97498288	47.8064438513533	49.0322019319033
212779_at	KIAA1109	0.843016307557	-1.02426866127719	chr4	123283185	335.843551495129	327.886192550651
212349_at	POFUT1	0.843126524673349	1.02054538921711	chr20	30822275	83.242920823347	84.9531790312319
218010_x_at	PPDPF	0.843154748791142	1.04751571763286	chr20	62153020	247.785087486697	259.558773737348
207951_at	CSN2	0.843688689712108	-1.01316861037175	chr4	70822991	5.11670535193418	5.05020121977206
209113_s_at	HMG20B	0.843688689712108	1.01718609621941	chr19	3576889	50.5615001738315	51.4304549808167
204410_at	EIF1AY	0.843688689712108	-1.0717541665245	chrY	22754226	14.2154109381145	13.2636861904744
200981_x_at	GNAS	0.84374729028379	1.01916660838114	chr20	57414794	9536.82869759987	9719.61735844475
58696_at	EXOSC4	0.843835704620354	1.0226894575274	chr8	145133595	142.110328517058	145.33473478015
222064_s_at	PTGES3L-AARSD1;AARSD1	0.843887718839294	1.02798689830631	chr17	41102542	67.3663989400378	69.2517754964346
219291_at	DTWD1	0.843887718839294	1.02675775243539	chr15	49917309	48.9365409462861	50.2459727939709
221495_s_at	TCF25	0.843887718839294	1.01906044614841	chr16	89977487	660.584379966788	673.175412967622
213852_at	NA	0.844262315843666	-1.03163086157172	NA	NA	288.525963847298	279.679461515642
213631_x_at	DHODH	0.844262315843666	1.00209702327475	chr16	72058410	4.55982954042421	4.56939160909938
218143_s_at	SCAMP2	0.844306028688056	-1.03062232662993	chr15	75137196	233.154416711669	226.226824984539
200727_s_at	ACTR2	0.844707983512111	1.04979665143261	chr2	65495697	116.250189003942	122.039059144746
202975_s_at	RHOBTB3	0.84477472085141	-1.04885828034981	chr5	95128933	664.029012544484	633.096982676266
50374_at	OXLD1	0.84477472085141	1.02604489744523	chr17	79632119	45.1698800373107	46.3463249304954
209170_s_at	GPM6B	0.84482550332724	-1.06121333079999	chrX	13792072	36.5304048615794	34.4232434717353
204916_at	RAMP1	0.84482550332724	1.03084481007775	chr2	238820169	16.7995235676506	17.3177016814914
216321_s_at	NR3C1	0.84482550332724	-1.0324978837159	chr5	142657500	1318.63968277843	1277.13548238251
213374_x_at	HIBCH	0.844870705639403	1.02762496487941	chr2	191069359	304.896235531462	313.318983329884
210973_s_at	FGFR1	0.844990320775535	-1.04420227356514	chr8	38277050	210.783285578318	201.860588618197
203488_at	LPHN1	0.844990320775535	1.04225697176288	chr19	14260752	100.261122854409	104.497854291782
212172_at	AK2	0.844990320775535	-1.01748134671078	chr1	33475520	7.16389986935064	7.0408169078573
215698_at	KDM5A	0.845724916493806	1.03627796644047	chr12	393505	18.0282203292248	18.6822475013097
208588_at	NA	0.84600618924142	-1.01422055618698	NA	NA	5.55374338846731	5.47587342278577
201327_s_at	CCT6A	0.84600618924142	1.02009852915748	chr7	56130705	543.344557845105	554.264984283512
1598_g_at	GAS6	0.846034066856991	-1.05035794032406	chr13	114523546	496.809931117623	472.99107479908
219205_at	TSR1;SRR	0.846102277571215	1.02792016540211	chr17	2226948	16.0812093282175	16.5301993525273
209169_at	GPM6B	0.846802499024541	1.01582990541535	chrX	13789040	5.16461228693837	5.24636761094754
213310_at	CASC7	0.846941086942644	-1.02790855746533	chr8	141532825	31.8528274467816	30.9879971476509
204246_s_at	DCTN3	0.846944736546886	1.02027051559072	chr9	34613547	469.329826129369	478.843383687109
207243_s_at	CALM2	0.846944736546886	1.01283783036963	chr2	47387530	5080.26231374226	5145.48185955931
204435_at	NUPL1	0.846944736546886	1.04205229115876	chr13	25906679	53.2021650910517	55.4394380277371
207000_s_at	PPP3CC	0.847397210693504	1.02536281565698	chr8	22398332	101.808484799296	104.390634631577
205608_s_at	ANGPT1	0.84754733480619	-1.06356913526423	chr8	108509489	66.4521462908956	62.4803259962847
218484_at	NDUFA4L2	0.84792896098633	-1.0600670182653	chr12	57628942	50.5638042792428	47.6986864113417
46142_at	LMF1	0.848435557140194	1.02596680402437	chr16	904481	24.4781128541681	25.1137312135385
201777_s_at	EFCAB14	0.848435557140194	-1.02354487806368	chr1	47143878	17.7589897548961	17.3504749381309
205184_at	GNG4	0.848619232353963	-1.00338793326839	chr1	235715064	4.60983370015816	4.59426862464083
201482_at	QSOX1	0.848789881461362	1.03181452972028	chr1	180165396	115.038937840439	118.698847547354
217289_s_at	SLC37A4	0.848983816789424	-1.00706973982418	chr11	118898903	4.79943757870994	4.76574500148108
221005_s_at	PTDSS2	0.849162362307491	-1.02534666802148	chr11	490419	16.1184966855741	15.720045900843
205600_x_at	HOXB5	0.849162362307491	1.01439936218398	chr17	46670482	7.24433601297318	7.34864983100645
213960_at	NTRK3	0.849162362307491	-1.04659154544317	chr15	88403710	7.73966737408673	7.39511742454354
203434_s_at	MME	0.849341239251021	1.07702268733349	chr3	154898148	142.6988501183	153.68989903381
221027_s_at	PLA2G12A	0.850016876879697	1.02896363672613	chr4	110635072	21.2053897437305	21.819574948904
204601_at	N4BP1	0.850016876879697	-1.01230353245947	chr16	48594664	16.9944411059973	16.7878907472624
213141_at	PSKH1;CTRL	0.850405760283363	-1.01617087324324	chr16	67962450	77.1874582195201	75.9591327127557
220776_at	KCNJ14	0.85046259221835	-1.0020831036279	chr19	48967437	4.57923096883518	4.56971178563607
213727_x_at	GNAL;MPPE1	0.85046259221835	-1.02117144412946	chr18	11883818	143.168032229302	140.19979999671
215333_x_at	GSTM1	0.850826354758506	-1.04731610841318	chr1	110235827	256.876664086293	245.271377020538
214847_s_at	GPSM3	0.850903830064753	1.05091753280019	chr6	32160248	7.19762279102181	7.56410798556704
219275_at	PDCD5	0.851165221086011	-1.01815482225239	chr19	33078158	116.82489002713	114.74177352388
219764_at	FZD10	0.851178430301558	1.01289950818722	chr12	130647470	4.70524369486662	4.76593902443142
210305_at	PDE4DIP	0.851178430301558	-1.03570201925377	chr1	144951764	6.38153939265228	6.16155928444576
220603_s_at	MCTP2	0.851318732988173	-1.03733870439369	chr15	95022194	8.58874693968218	8.27959749627021
200787_s_at	PEA15	0.851318732988173	1.03894333659492	chr1	160183211	647.775573045336	673.002115224409
217274_x_at	NA	0.851318732988173	1.00369939575944	NA	NA	4.6875050302175	4.70484596644862
215227_x_at	ACP1	0.851318732988173	1.0174219180323	chr2	277226	348.479726064611	354.550911288028
200955_at	IMMT	0.851946821291084	-1.01848637720886	chr2	86371062	448.102823150238	439.969383172563
201409_s_at	PPP1CB	0.851946821291084	-1.02814505471956	chr2	29022064	366.259300646715	356.233100539124
204652_s_at	NRF1	0.852464651322178	1.01664821073593	chr7	129395388	7.73362611090118	7.86237714814836
221830_at	RAP2A	0.852617833186371	1.07222719820326	chr13	98117483	236.418714677137	253.494576041082
205187_at	SMAD5	0.852617833186371	1.03870177301961	chr5	135513085	40.0716335074603	41.6224767719909
216268_s_at	JAG1	0.853352636714301	-1.03465954856793	chr20	10618629	685.21436504618	662.260707876883
221240_s_at	B3GNT4	0.853612171021574	-1.00430888193245	chr12	122690864	5.32929873374647	5.306433936432
207436_x_at	SORBS1	0.853891026859407	-1.02735269314661	chr10	97115069	682.62013713698	664.445756253609
202585_s_at	NFX1	0.853944681262899	1.01292937608049	chr9	33294624	10.8642366572696	11.0047044588389
218695_at	EXOSC4	0.853974053820688	1.02549342455289	chr8	145135144	92.467314321566	94.8246228228316
211801_x_at	MFN1	0.854400263301992	1.01323509519121	chr3	179096372	5.18245790590401	5.25104822961308
218057_x_at	EMC8;COX4I1	0.854470542905696	1.02356126225082	chr16	85832670	188.931117392087	193.382572996302
208520_at	OR10H3	0.854470542905696	1.00646696772505	chr19	15852202	4.67240731294671	4.7026236202378
222300_at	NA	0.854654005297436	-1.00226938512499	NA	NA	4.58412917626911	4.5737495770136
209831_x_at	DNASE2	0.854654005297436	-1.01869438648697	chr19	12986523	200.243091271166	196.568366261169
205335_s_at	SRP19	0.854807671198507	-1.01914756162102	chr5	112203100	631.955522886935	620.082455853366
211776_s_at	EPB41L3	0.85486302718405	-1.04131806655968	chr18	5393091	233.813412841028	224.536018676312
212502_at	ADO	0.85486302718405	1.02183486498968	chr10	64565603	136.444416727003	139.423662144833
200747_s_at	NUMA1	0.855305142988331	1.02452392057534	chr11	71724745	331.692108835175	339.826499767716
216064_s_at	AGA	0.855305142988331	-1.03161872599263	chr4	178358558	8.37033001424115	8.11378254711998
212254_s_at	DST	0.855540648482524	-1.03115894281921	chr6	56322793	701.716325445442	680.512282157911
216246_at	NA	0.855814053474118	1.03465289724763	NA	NA	82.2816917861581	85.1329907969851
203051_at	BAHD1	0.85634182002341	1.01976347771301	chr15	40758139	28.610551438003	29.1759954337049
212535_at	DKFZP779J2370;MEF2A	0.856348663875811	1.01523958435106	chr15	100255018	292.248808993098	296.702559369244
214006_s_at	GGCX	0.856614992654278	1.0113352437473	chr2	85785847	5.8238267165448	5.88984121191888
32032_at	DGCR14	0.85679436934974	1.01170472766596	chr22	19121666	86.0885213010154	87.0961639980089
200961_at	SEPHS2	0.85679436934974	-1.01364195657759	chr16	30454951	165.231319230839	163.007576944345
210470_x_at	NONO	0.85679436934974	1.01865824084072	chrX	70519791	499.341252758727	508.658082114407
213909_at	LRRC15	0.857140584421331	-1.06976566556334	chr3	194076690	7.25193238840401	6.77899153230453
219643_at	LRP1B	0.857506145955017	-1.06462995114235	chr2	140989775	9.00322204586481	8.45666800582153
206274_s_at	CROCC	0.857506145955017	-1.01306565460627	chr1	17270594	36.187375564608	35.7206617360574
221158_at	NA	0.857506145955017	-1.0168319803065	NA	NA	7.80787372356208	7.67862722139069
214419_s_at	CYP2C9	0.858196554876179	-1.00264710713099	chr10	96748658	4.59249862378118	4.58037388341181
221847_at	NA	0.858621175857365	1.02466028980416	NA	NA	237.845136766216	243.710466767381
203058_s_at	PAPSS2	0.858659448628327	1.03044519838601	chr10	89506346	592.667527486961	610.711407938246
219079_at	CYB5R4	0.858661163469062	-1.04169762753715	chr6	84669542	36.6391975073249	35.172584192161
205963_s_at	DNAJA3	0.858661163469062	1.01758223871137	chr16	4506144	106.064700961554	107.92955585271
219375_at	CEPT1	0.858718794574583	-1.02474305670118	chr1	111726812	401.373117098394	391.68171423428
212166_at	XPO7	0.859033606032953	-1.0160697389958	chr8	21863146	220.888142398715	217.394666843462
211628_x_at	NA	0.859110320921628	-1.0123475686397	NA	NA	6222.40927799392	6146.51476503762
205667_at	WRN	0.859110320921628	1.02702996190604	chr8	31030510	32.8463422577293	33.7341776377085
217717_s_at	YWHAB	0.859260802442005	-1.01624854479017	chr20	43535164	1017.54281958942	1001.27358096196
38766_at	SRCAP	0.85928798106867	1.00194718056381	chr16	30735552	4.56427113176077	4.57315859179648
208638_at	ATP6V1C2;PDIA6	0.859564411541537	1.02983345140308	chr2	10923516	902.293572382993	929.21210382599
219111_s_at	CCDC42B;DDX54	0.860159723020697	1.02226029826408	chr12	113596300	157.752523795406	161.264142027003
219728_at	MYOT	0.860229873862624	1.00712755896583	chr5	137222901	4.60927203736797	4.64212489560384
211275_s_at	GYG1	0.860446933470236	1.01910375646573	chr3	148744546	590.598933394778	601.881591587271
214430_at	GLA	0.860454055693864	1.02658499593586	chrX	100652788	201.702914844629	207.065186016025
218305_at	REC8;IPO4	0.860454055693864	-1.03241058558851	chr14	24649431	57.2521541416538	55.4548306079387
210271_at	NEUROD2	0.860458815088928	1.00246640663297	chr17	37761845	4.58164550034459	4.59294570119654
213203_at	SNAPC5	0.860699667472773	-1.01645789067514	chr15	66786169	221.913214915524	218.320126147209
209425_at	AMACR	0.860699667472773	-1.02709539583023	chr5	33988394	7.00399894427161	6.81922922905335
202443_x_at	NOTCH2	0.860699667472773	1.018608204356	chr1	120455948	1016.72307817444	1035.64246898656
211944_at	PRRC2C	0.86097260227613	1.03212720143553	chr1	171509109	161.303693387575	166.485929637333
212491_s_at	DNAJC8	0.861391152720229	-1.02235424215364	chr1	28526788	216.599490599193	211.863443871387
217763_s_at	RAB31	0.861415718693883	1.03269444969293	chr18	9859331	411.221360914956	424.666017012047
201174_s_at	NA	0.861980596045673	-1.02047049458665	NA	NA	639.971482333053	627.133744412941
220351_at	ACKR4	0.862110698900637	-1.05728799621962	chr3	132319232	10.4099170968623	9.84586709967709
208393_s_at	RAD50	0.862157499488048	-1.02232479665819	chr5	131977869	144.142741515073	140.99505556967
215273_s_at	TADA3	0.862157499488048	1.03316441072971	chr3	9828882	201.401452353834	208.080812841256
209213_at	CBR1	0.863047696946919	1.02530887215867	chr21	37444743	71.2650591480896	73.0686974194484
216159_s_at	NA	0.863097890882619	-1.00184889736582	NA	NA	4.5699269612659	4.5614932284516
213154_s_at	BICD2	0.863160298273816	-1.01889747713854	chr9	95474506	324.082002920249	318.071258582753
212350_at	TBC1D1	0.863288147145369	1.02781755080193	chr4	38138755	118.485607791729	121.781587205773
